token,class,count
アバター,WB_low,0
アピール,WB_high,1
アピール,WB_low,0
アプリ,WB_high,1
アプリ,WB_low,2
アプローチ,WB_high,1
アプローチ,WB_low,2
アホ,WB_high,0
アホ,WB_low,1
アボット,WB_high,1
アボット,WB_low,0
アポ,WB_high,0
アポ,WB_low,2
アポイント,WB_high,2
アポイント,WB_low,0
アライグマ,WB_high,1
アライグマ,WB_low,0
アルコール,WB_high,0
アルコール,WB_low,1
アントレプレナー,WB_high,0
アントレプレナー,WB_low,1
イケてる,WB_high,0
イケてる,WB_low,1
イベント,WB_high,2
イベント,WB_low,0
イマイチ,WB_high,0
イマイチ,WB_low,2
イメージ,WB_high,3
イメージ,WB_low,1
イヤミ,WB_high,0
イヤミ,WB_low,1
イラスト,WB_high,1
イラスト,WB_low,0
イルランピオーネ,WB_high,1
イルランピオーネ,WB_low,0
イン,WB_high,0
イン,WB_low,1
インナー,WB_high,1
インナー,WB_low,0
インナーモチベーションアップ,WB_high,1
インナーモチベーションアップ,WB_low,0
インバウンド,WB_high,1
インバウンド,WB_low,0
インパクト,WB_high,1
インパクト,WB_low,0
インフォマ,WB_high,1
インフォマ,WB_low,0
インフル,WB_high,1
インフル,WB_low,0
インフルエンザ,WB_high,0
インフルエンザ,WB_low,1
インフルエンザ予防接種,WB_high,1
インフルエンザ予防接種,WB_low,0
インプット,WB_high,9
インプット,WB_low,5
インプラント,WB_high,0
インプラント,WB_low,2
ウォーキング,WB_high,1
ウォーキング,WB_low,0
ウクライナ,WB_high,1
ウクライナ,WB_low,0
ウナギ,WB_high,0
ウナギ,WB_low,1
ウヨンウ,WB_high,1
ウヨンウ,WB_low,0
エキサイティング,WB_high,0
エキサイティング,WB_low,1
エクササイズ,WB_high,2
エクササイズ,WB_low,0
エクセル,WB_high,0
エクセル,WB_low,3
エコー,WB_high,0
エコー,WB_low,1
エスカレート,WB_high,0
エスカレート,WB_low,1
エステム,WB_high,2
エステム,WB_low,0
エネルギー,WB_high,1
エネルギー,WB_low,0
エメラルドグリーン,WB_high,1
エメラルドグリーン,WB_low,0
エルク,WB_high,1
エルク,WB_low,0
エントリー,WB_high,1
エントリー,WB_low,0
エンドレスリピート,WB_high,1
エンドレスリピート,WB_low,0
オクトーバーフェスト,WB_high,1
オクトーバーフェスト,WB_low,0
オッケー,WB_high,1
オッケー,WB_low,0
オフ,WB_high,3
オフ,WB_low,0
オファー,WB_high,2
オファー,WB_low,0
オフィス,WB_high,1
オフィス,WB_low,1
オフィスワーク,WB_high,1
オフィスワーク,WB_low,0
オフライン,WB_high,1
オフライン,WB_low,0
オリエン,WB_high,2
オリエン,WB_low,1
オリーブ油,WB_high,1
オリーブ油,WB_low,0
オン,WB_high,1
オン,WB_low,0
オンパレード,WB_high,1
オンパレード,WB_low,0
オンライン,WB_high,10
オンライン,WB_low,3
オーキッド,WB_high,0
オーキッド,WB_low,2
オーサカポイント,WB_high,1
オーサカポイント,WB_low,0
オーダー,WB_high,0
オーダー,WB_low,1
オーナー,WB_high,0
オーナー,WB_low,1
オーライ,WB_high,1
オーライ,WB_low,0
オールスタッフ,WB_high,1
オールスタッフ,WB_low,0
カイロ,WB_high,1
カイロ,WB_low,0
カッコ,WB_high,1
カッコ,WB_low,0
カット,WB_high,2
カット,WB_low,0
カップ麺,WB_high,0
カップ麺,WB_low,1
カフェ,WB_high,1
カフェ,WB_low,0
カプコン,WB_high,1
カプコン,WB_low,0
カラオケ,WB_high,3
カラオケ,WB_low,0
カラダ,WB_high,1
カラダ,WB_low,1
カラムーチョ,WB_high,0
カラムーチョ,WB_low,1
カルチャー,WB_high,1
カルチャー,WB_low,0
カルボナーラ,WB_high,1
カルボナーラ,WB_low,0
カレー,WB_high,1
カレー,WB_low,1
カンパニー,WB_high,0
カンパニー,WB_low,1
カ中,WB_high,1
カ中,WB_low,0
カ月,WB_high,1
カ月,WB_low,0
ガッツ,WB_high,0
ガッツ,WB_low,1
ガラナ,WB_high,1
ガラナ,WB_low,0
キックオフ,WB_high,4
キックオフ,WB_low,2
キャシュカ,WB_high,1
キャシュカ,WB_low,0
キャパオーバー,WB_high,0
キャパオーバー,WB_low,1
キャラ,WB_high,1
キャラ,WB_low,0
キャリア,WB_high,1
キャリア,WB_low,0
キャリアアップ,WB_high,1
キャリアアップ,WB_low,0
キャリアデザイン,WB_high,3
キャリアデザイン,WB_low,0
キャリアパス,WB_high,1
キャリアパス,WB_low,0
キャリアプラン,WB_high,1
キャリアプラン,WB_low,0
キャンセル,WB_high,0
キャンセル,WB_low,3
キャンプ,WB_high,4
キャンプ,WB_low,0
キャンペーン,WB_high,4
キャンペーン,WB_low,0
キリン,WB_high,1
キリン,WB_low,0
キリン堂,WB_high,1
キリン堂,WB_low,0
キレ,WB_high,1
キレ,WB_low,0
キレイ,WB_high,1
キレイ,WB_low,0
キンパ,WB_high,1
キンパ,WB_low,0
キーパーソン,WB_high,0
キーパーソン,WB_low,1
キーワード,WB_high,0
キーワード,WB_low,1
ギチギチ,WB_high,1
ギチギチ,WB_low,0
ギブアップ,WB_high,1
ギブアップ,WB_low,0
ギャップ,WB_high,1
ギャップ,WB_low,0
ギリギリ,WB_high,1
ギリギリ,WB_low,2
クイズ,WB_high,1
クイズ,WB_low,0
クイック,WB_high,1
クイック,WB_low,0
クオリティ,WB_high,2
クオリティ,WB_low,0
クゴ,WB_high,1
クゴ,WB_low,0
クスリ,WB_high,1
クスリ,WB_low,0
クズ,WB_high,0
クズ,WB_low,1
クタクタ,WB_high,1
クタクタ,WB_low,0
クライアント,WB_high,8
クライアント,WB_low,4
クリア,WB_high,4
クリア,WB_low,1
クリエイター,WB_high,1
クリエイター,WB_low,0
クリエイティブ,WB_high,5
クリエイティブ,WB_low,3
クリームシチュー,WB_high,1
クリームシチュー,WB_low,0
クリーン,WB_high,1
クリーン,WB_low,0
クリーンルーム,WB_high,1
クリーンルーム,WB_low,0
クルマ,WB_high,1
クルマ,WB_low,0
クレカ,WB_high,1
クレカ,WB_low,0
クレーム,WB_high,1
クレーム,WB_low,2
クロストーク,WB_high,1
クロストーク,WB_low,0
グダグダ,WB_high,0
グダグダ,WB_low,2
グラム,WB_high,1
グラム,WB_low,0
グループ,WB_high,1
グループ,WB_low,0
グループ会社,WB_high,38
グループ会社,WB_low,1
グロッキー,WB_high,0
グロッキー,WB_low,1
グロリエット,WB_high,1
グロリエット,WB_low,0
グンゼ,WB_high,2
グンゼ,WB_low,0
グーグル,WB_high,1
グーグル,WB_low,0
ケア,WB_high,0
ケア,WB_low,1
ケトル,WB_high,1
ケトル,WB_low,0
ケーキ,WB_high,3
ケーキ,WB_low,1
ケーション,WB_high,1
ケーション,WB_low,0
ケータイ,WB_high,2
ケータイ,WB_low,1
ケ月,WB_high,1
ケ月,WB_low,0
ゲリラ豪雨,WB_high,1
ゲリラ豪雨,WB_low,0
ゲート,WB_high,2
ゲート,WB_low,0
ゲーム,WB_high,1
ゲーム,WB_low,0
ココ,WB_high,0
ココ,WB_low,1
ココロ,WB_high,1
ココロ,WB_low,0
コタツ,WB_high,1
コタツ,WB_low,0
コテンパン,WB_high,1
コテンパン,WB_low,0
コピー,WB_high,3
コピー,WB_low,1
コピーライター,WB_high,1
コピーライター,WB_low,0
コミット,WB_high,0
コミット,WB_low,1
コミュニケーション,WB_high,7
コミュニケーション,WB_low,4
コミュニケーションスキル,WB_high,0
コミュニケーションスキル,WB_low,1
コメ,WB_high,1
コメ,WB_low,0
コメント,WB_high,1
コメント,WB_low,1
コラボ曲,WB_high,1
コラボ曲,WB_low,0
コラム,WB_high,1
コラム,WB_low,0
コロナ,WB_high,8
コロナ,WB_low,8
コロナ禍,WB_high,4
コロナ禍,WB_low,0
コンサル,WB_high,1
コンサル,WB_low,1
コンセプト,WB_high,2
コンセプト,WB_low,1
コンテ,WB_high,0
コンテ,WB_low,1
コンテンツ,WB_high,2
コンテンツ,WB_low,0
コンディション,WB_high,1
コンディション,WB_low,0
コント,WB_high,1
コント,WB_low,0
コントロール,WB_high,0
コントロール,WB_low,1
コンペ,WB_high,2
コンペ,WB_low,0
コース,WB_high,1
コース,WB_low,0
コーチング,WB_high,2
コーチング,WB_low,0
コーディネート,WB_high,1
コーディネート,WB_low,0
コーヒー,WB_high,1
コーヒー,WB_low,0
ゴチソウ,WB_high,1
ゴチソウ,WB_low,0
ゴミ,WB_high,1
ゴミ,WB_low,0
ゴルフ,WB_high,11
ゴルフ,WB_low,0
ゴルフ場,WB_high,1
ゴルフ場,WB_low,0
ゴール,WB_high,0
ゴール,WB_low,1
ゴールデン,WB_high,1
ゴールデン,WB_low,0
サイコー,WB_high,1
サイコー,WB_low,0
サイズ,WB_high,1
サイズ,WB_low,0
サウナ,WB_high,1
サウナ,WB_low,1
サテライト,WB_high,1
サテライト,WB_low,0
サプリメント,WB_high,0
サプリメント,WB_low,1
サポート,WB_high,2
サポート,WB_low,1
サワ,WB_high,0
サワ,WB_low,1
サンスター,WB_high,1
サンスター,WB_low,4
サンスタートニックシャンプー,WB_high,0
サンスタートニックシャンプー,WB_low,1
サントリー,WB_high,1
サントリー,WB_low,0
サンド,WB_high,0
サンド,WB_low,1
サンマ,WB_high,1
サンマ,WB_low,0
サーキット,WB_high,1
サーキット,WB_low,0
サークル,WB_high,3
サークル,WB_low,0
サービス,WB_high,1
サービス,WB_low,0
サーフィン,WB_high,1
サーフィン,WB_low,0
シウマイ,WB_high,2
シウマイ,WB_low,0
シウマイ弁当,WB_high,1
シウマイ弁当,WB_low,0
システム,WB_high,2
システム,WB_low,4
システム障害,WB_high,0
システム障害,WB_low,1
シニアビジネスフォース,WB_high,2
シニアビジネスフォース,WB_low,0
シフト,WB_high,1
シフト,WB_low,0
シマダ,WB_high,1
シマダ,WB_low,0
シャワー,WB_high,1
シャワー,WB_low,0
シャンプー,WB_high,0
シャンプー,WB_low,1
シャープ,WB_high,0
シャープ,WB_low,1
シュート,WB_high,0
シュート,WB_low,1
ショック,WB_high,0
ショック,WB_low,2
ション,WB_high,1
ション,WB_low,0
ショーケース,WB_high,1
ショーケース,WB_low,0
ショート,WB_high,1
ショート,WB_low,1
シルバーウィーク,WB_high,2
シルバーウィーク,WB_low,2
シルバーウイーク,WB_high,2
シルバーウイーク,WB_low,0
シーエンジ,WB_high,1
シーエンジ,WB_low,0
シーズン,WB_high,1
シーズン,WB_low,0
ジアスコネクト,WB_high,0
ジアスコネクト,WB_low,1
ジェンダー,WB_high,1
ジェンダー,WB_low,0
ジム,WB_high,10
ジム,WB_low,1
ジャケ買い,WB_high,1
ジャケ買い,WB_low,0
スカート,WB_high,1
スカート,WB_low,0
スキル,WB_high,2
スキル,WB_low,1
スケジュール,WB_high,5
スケジュール,WB_low,7
スコア,WB_high,1
スコア,WB_low,0
スタサプ,WB_high,1
スタサプ,WB_low,0
スタサプ・チーム,WB_high,1
スタサプ・チーム,WB_low,0
スタジオ,WB_high,3
スタジオ,WB_low,0
スタッフ,WB_high,6
スタッフ,WB_low,2
スタッフィング,WB_high,1
スタッフィング,WB_low,1
スタバ,WB_high,0
スタバ,WB_low,1
スタンス,WB_high,2
スタンス,WB_low,0
スタンド,WB_high,1
スタンド,WB_low,0
スター,WB_high,1
スター,WB_low,0
スタート,WB_high,2
スタート,WB_low,4
スタート!,WB_high,2
スタート!,WB_low,0
スタートダッシュ,WB_high,1
スタートダッシュ,WB_low,0
ステップ,WB_high,1
ステップ,WB_low,1
ステークホルダー,WB_high,0
ステークホルダー,WB_low,1
ストップ,WB_high,1
ストップ,WB_low,0
ストレス,WB_high,4
ストレス,WB_low,11
スパイス,WB_high,1
スパイス,WB_low,0
スパイラル,WB_high,1
スパイラル,WB_low,0
スピーカー,WB_high,0
スピーカー,WB_low,1
スピーディー,WB_high,0
スピーディー,WB_low,1
スピード,WB_high,1
スピード,WB_low,2
スピード婚,WB_high,1
スピード婚,WB_low,0
スピード感,WB_high,1
スピード感,WB_low,0
スマホ,WB_high,1
スマホ,WB_low,2
スムース,WB_high,1
スムース,WB_low,0
スムーズ,WB_high,4
スムーズ,WB_low,2
スライド,WB_high,1
スライド,WB_low,0
スルー,WB_high,1
スルー,WB_low,1
スーツ,WB_high,0
スーツ,WB_low,1
スーパー,WB_high,2
スーパー,WB_low,0
スープ,WB_high,1
スープ,WB_low,0
セイバン,WB_high,2
セイバン,WB_low,0
セキュリティ,WB_high,1
セキュリティ,WB_low,0
セクション,WB_high,0
セクション,WB_low,1
セット,WB_high,2
セット,WB_low,0
セレブリックス,WB_high,1
セレブリックス,WB_low,0
センパイ,WB_high,1
センパイ,WB_low,0
ゼミ,WB_high,1
ゼミ,WB_low,0
ソックス,WB_high,1
ソックス,WB_low,0
ソニー,WB_high,1
ソニー,WB_low,0
ソフトクリームオレ,WB_high,1
ソフトクリームオレ,WB_low,0
ソース,WB_high,0
ソース,WB_low,1
タイ,WB_high,1
タイ,WB_low,0
タイトル,WB_high,1
タイトル,WB_low,0
タイミング,WB_high,3
タイミング,WB_low,1
タイムマネジメント,WB_high,0
タイムマネジメント,WB_low,1
タイヤ交換,WB_high,1
タイヤ交換,WB_low,0
タイ料理,WB_high,1
タイ料理,WB_low,0
タクシー,WB_high,0
タクシー,WB_low,1
タケノコ,WB_high,1
タケノコ,WB_low,0
タコ焼き,WB_high,1
タコ焼き,WB_low,0
タスク,WB_high,1
タスク,WB_low,2
タフ,WB_high,0
タフ,WB_low,1
タリオン,WB_high,1
タリオン,WB_low,0
タルト,WB_high,1
タルト,WB_low,0
タレント,WB_high,4
タレント,WB_low,0
ターゲット,WB_high,0
ターゲット,WB_low,1
ダイアログ,WB_high,1
ダイアログ,WB_low,0
ダイエット,WB_high,2
ダイエット,WB_low,1
ダウン,WB_high,1
ダウン,WB_low,4
ダスキン,WB_high,1
ダスキン,WB_low,0
ダッサー,WB_high,0
ダッサー,WB_low,1
ダッシュ,WB_high,0
ダッシュ,WB_low,1
ダナン,WB_high,1
ダナン,WB_low,0
ダブル,WB_high,1
ダブル,WB_low,0
ダメ,WB_high,1
ダメ,WB_low,1
ダメージ,WB_high,0
ダメージ,WB_low,1
ダメ出し,WB_high,2
ダメ出し,WB_low,1
ダラ,WB_high,0
ダラ,WB_low,1
ダル,WB_high,0
ダル,WB_low,1
チェック,WB_high,1
チェック,WB_low,1
チケット,WB_high,2
チケット,WB_low,0
チャイム,WB_high,1
チャイム,WB_low,0
チャット,WB_high,0
チャット,WB_low,1
チャレンジ,WB_high,5
チャレンジ,WB_low,1
チャンス,WB_high,2
チャンス,WB_low,0
チャージ,WB_high,1
チャージ,WB_low,0
チャーリー,WB_high,1
チャーリー,WB_low,0
チョイス,WB_high,1
チョイス,WB_low,0
チョコレートプラネット,WB_high,1
チョコレートプラネット,WB_low,0
チルド,WB_high,1
チルド,WB_low,0
チーム,WB_high,35
チーム,WB_low,22
チームラボ,WB_high,1
チームラボ,WB_low,0
チームワーク,WB_high,1
チームワーク,WB_low,0
チーム力,WB_high,1
チーム力,WB_low,0
ッ,WB_high,0
ッ,WB_low,1
ツール,WB_high,1
ツール,WB_low,0
テスト,WB_high,1
テスト,WB_low,0
テレカン,WB_high,4
テレカン,WB_low,2
テレカンプレゼン,WB_high,1
テレカンプレゼン,WB_low,0
テレビ,WB_high,5
テレビ,WB_low,0
テレビ局,WB_high,2
テレビ局,WB_low,0
テレビ番組,WB_high,1
テレビ番組,WB_low,0
テレワーク,WB_high,17
テレワーク,WB_low,16
テロ,WB_high,1
テロ,WB_low,0
テン,WB_high,1
テン,WB_low,0
テンション,WB_high,5
テンション,WB_low,4
テント,WB_high,2
テント,WB_low,0
テーマ,WB_high,2
テーマ,WB_low,0
ディスカッション,WB_high,11
ディスカッション,WB_low,0
ディフェンス,WB_high,1
ディフェンス,WB_low,0
ディレクション,WB_high,0
ディレクション,WB_low,2
ディレクタ,WB_high,0
ディレクタ,WB_low,1
ディレクター,WB_high,3
ディレクター,WB_low,0
デイリー,WB_high,0
デイリー,WB_low,1
デザイナー,WB_high,1
デザイナー,WB_low,0
デザイン,WB_high,1
デザイン,WB_low,0
デザート,WB_high,1
デザート,WB_low,0
デジタル,WB_high,5
デジタル,WB_low,0
デスク,WB_high,0
デスク,WB_low,1
デトックス,WB_high,1
デトックス,WB_low,0
デパート,WB_high,1
デパート,WB_low,0
デビュー,WB_high,2
デビュー,WB_low,0
デフレ脱却,WB_high,1
デフレ脱却,WB_low,0
デリカシー,WB_high,0
デリカシー,WB_low,1
デー,WB_high,2
デー,WB_low,1
データ,WB_high,2
データ,WB_low,1
トップ,WB_high,2
トップ,WB_low,0
トラブル,WB_high,3
トラブル,WB_low,7
トレイン,WB_high,1
トレイン,WB_low,0
トレーニング,WB_high,5
トレーニング,WB_low,0
トレーニー,WB_high,1
トレーニー,WB_low,0
トロピカル,WB_high,1
トロピカル,WB_low,0
トンマナ,WB_high,0
トンマナ,WB_low,1
トーク,WB_high,2
トーク,WB_low,0
ドライブ,WB_high,1
ドライブ,WB_low,0
ドラマ,WB_high,2
ドラマ,WB_low,0
ドロップ,WB_high,0
ドロップ,WB_low,1
ドーナツ,WB_high,1
ドーナツ,WB_low,0
ナイキ,WB_high,1
ナイキ,WB_low,0
ナウ,WB_high,0
ナウ,WB_low,1
ナチュール,WB_high,1
ナチュール,WB_low,0
ナポリタン,WB_high,0
ナポリタン,WB_low,1
ナレーション,WB_high,1
ナレーション,WB_low,1
ニュアンス,WB_high,1
ニュアンス,WB_low,0
ニュース,WB_high,4
ニュース,WB_low,1
ネガ,WB_high,0
ネガ,WB_low,2
ネガティブ,WB_high,0
ネガティブ,WB_low,1
ネット,WB_high,1
ネット,WB_low,0
ノイズ,WB_high,1
ノイズ,WB_low,0
ノマドワーカー,WB_high,1
ノマドワーカー,WB_low,0
ノー,WB_high,1
ノー,WB_low,0
ハイヒール,WB_high,1
ハイヒール,WB_low,0
ハイブリッド,WB_high,0
ハイブリッド,WB_low,1
ハイボール,WB_high,1
ハイボール,WB_low,0
ハウス,WB_high,1
ハウス,WB_low,0
ハウスメディアオペレーション,WB_high,1
ハウスメディアオペレーション,WB_low,0
ハッピー,WB_high,10
ハッピー,WB_low,0
ハッピー!,WB_high,1
ハッピー!,WB_low,0
ハーソナリティー・ユイカ,WB_high,1
ハーソナリティー・ユイカ,WB_low,0
ハード,WB_high,1
ハード,WB_low,3
ハードル,WB_high,1
ハードル,WB_low,0
バイキング,WB_high,3
バイキング,WB_low,0
バウンディ,WB_high,1
バウンディ,WB_low,0
バカ,WB_high,10
バカ,WB_low,2
バス,WB_high,1
バス,WB_low,0
バタ,WB_high,2
バタ,WB_low,2
バナ,WB_high,1
バナ,WB_low,0
バネ,WB_high,1
バネ,WB_low,0
バランス感覚,WB_high,0
バランス感覚,WB_low,1
バリュー,WB_high,1
バリュー,WB_low,0
バルタザール,WB_high,1
バルタザール,WB_low,0
バレー,WB_high,1
バレー,WB_low,0
バンド,WB_high,2
バンド,WB_low,0
バー,WB_high,0
バー,WB_low,1
バーガー,WB_high,1
バーガー,WB_low,0
バースデー,WB_high,1
バースデー,WB_low,0
パイオニア,WB_high,1
パイオニア,WB_low,0
パクリ,WB_high,0
パクリ,WB_low,1
パソコン,WB_high,1
パソコン,WB_low,0
パターン,WB_high,0
パターン,WB_low,2
パッケージ,WB_high,3
パッケージ,WB_low,0
パッケージデザイン,WB_high,2
パッケージデザイン,WB_low,0
パッション,WB_high,0
パッション,WB_low,1
パナ,WB_high,1
パナ,WB_low,0
パパ,WB_high,1
パパ,WB_low,0
パフォーマンス,WB_high,1
パフォーマンス,WB_low,2
パリ,WB_high,0
パリ,WB_low,1
パロディ,WB_high,1
パロディ,WB_low,0
パワフル,WB_high,1
パワフル,WB_low,0
パワー,WB_high,2
パワー,WB_low,0
パンク,WB_high,0
パンク,WB_low,2
パンパン,WB_high,1
パンパン,WB_low,0
パーティ,WB_high,1
パーティ,WB_low,0
パーティー,WB_high,3
パーティー,WB_low,0
パート,WB_high,0
パート,WB_low,1
パートナー,WB_high,0
パートナー,WB_low,1
ヒアリング,WB_high,4
ヒアリング,WB_low,1
ヒット,WB_high,0
ヒット,WB_low,2
ヒヤヒヤ,WB_high,0
ヒヤヒヤ,WB_low,1
ビオフェルミン,WB_high,1
ビオフェルミン,WB_low,0
ビジ,WB_high,1
ビジ,WB_low,0
ビジネス,WB_high,3
ビジネス,WB_low,1
ビジネスチャンス,WB_high,2
ビジネスチャンス,WB_low,0
ビックリ,WB_high,0
ビックリ,WB_low,1
ビルボード,WB_high,1
ビルボード,WB_low,0
ビーフ,WB_high,0
ビーフ,WB_low,1
ビール,WB_high,1
ビール,WB_low,0
ピアノ,WB_high,1
ピアノ,WB_low,0
ピカ,WB_high,1
ピカ,WB_low,0
ピザ,WB_high,1
ピザ,WB_low,0
ピュア,WB_high,1
ピュア,WB_low,0
ファシ,WB_high,0
ファシ,WB_low,1
ファミリー,WB_high,1
ファミリー,WB_low,0
フィルハーモニー,WB_high,1
フィルハーモニー,WB_low,0
フィードバック,WB_high,0
フィードバック,WB_low,1
フィーバー,WB_high,1
フィーバー,WB_low,0
フィールド,WB_high,0
フィールド,WB_low,1
フェイスブック,WB_high,1
フェイスブック,WB_low,0
フェリシモ,WB_high,1
フェリシモ,WB_low,0
フェーズ,WB_high,1
フェーズ,WB_low,0
フォトジェニック,WB_high,0
フォトジェニック,WB_low,1
フォロー,WB_high,3
フォロー,WB_low,4
フォーキャスト,WB_high,0
フォーキャスト,WB_low,1
フットサル,WB_high,0
フットサル,WB_low,1
フライト,WB_high,1
フライト,WB_low,0
フランス,WB_high,0
フランス,WB_low,1
フリ,WB_high,11
フリ,WB_low,2
フリバ,WB_high,1
フリバ,WB_low,0
フリーズ,WB_high,0
フリーズ,WB_low,1
フル,WB_high,1
フル,WB_low,2
フルファネル,WB_high,1
フルファネル,WB_low,0
フル回転,WB_high,1
フル回転,WB_low,0
フレッシュ,WB_high,1
フレッシュ,WB_low,0
フレンチ,WB_high,1
フレンチ,WB_low,0
フード,WB_high,0
フード,WB_low,1
ブラッシュアップ,WB_high,0
ブラッシュアップ,WB_low,3
ブランド,WB_high,1
ブランド,WB_low,2
ブルー,WB_high,0
ブルー,WB_low,3
ブレスト,WB_high,1
ブレスト,WB_low,0
ブレット,WB_high,1
ブレット,WB_low,0
プチ断食,WB_high,1
プチ断食,WB_low,0
プラ,WB_high,8
プラ,WB_low,2
プライド,WB_high,0
プライド,WB_low,1
プライベート,WB_high,9
プライベート,WB_low,1
プラス,WB_high,3
プラス,WB_low,0
プランニング,WB_high,0
プランニング,WB_low,1
プレ,WB_high,5
プレ,WB_low,6
プレイ,WB_high,1
プレイ,WB_low,0
プレゼン,WB_high,22
プレゼン,WB_low,14
プレッシャー,WB_high,1
プレッシャー,WB_low,0
プレミア,WB_high,1
プレミア,WB_low,0
プロ,WB_high,1
プロ,WB_low,1
プロジェクト,WB_high,2
プロジェクト,WB_low,1
プロセス,WB_high,2
プロセス,WB_low,0
プロテイン,WB_high,0
プロテイン,WB_low,1
プロデューサー,WB_high,0
プロデューサー,WB_low,1
プロデュース,WB_high,1
プロデュース,WB_low,0
プロフェッショナル,WB_high,0
プロフェッショナル,WB_low,1
プロムナード,WB_high,1
プロムナード,WB_low,0
プロモ,WB_high,1
プロモ,WB_low,0
プロモーション,WB_high,2
プロモーション,WB_low,0
プール,WB_high,3
プール,WB_low,0
ヘトヘト,WB_high,0
ヘトヘト,WB_low,1
ヘビー,WB_high,0
ヘビー,WB_low,1
ヘルシー,WB_high,1
ヘルシー,WB_low,0
ヘルス,WB_high,1
ヘルス,WB_low,0
ヘルドッグス,WB_high,1
ヘルドッグス,WB_low,0
ベイ,WB_high,0
ベイ,WB_low,1
ベスト,WB_high,2
ベスト,WB_low,0
ベストプレイス,WB_high,2
ベストプレイス,WB_low,0
ベース,WB_high,2
ベース,WB_low,1
ペットホテル,WB_high,0
ペットホテル,WB_low,1
ペース,WB_high,0
ペース,WB_low,1
ホテル,WB_high,2
ホテル,WB_low,1
ホワイトボード,WB_high,1
ホワイトボード,WB_low,0
ボケ,WB_high,1
ボケ,WB_low,0
ボタン,WB_high,0
ボタン,WB_low,1
ボブ,WB_high,1
ボブ,WB_low,0
ボー,WB_high,1
ボー,WB_low,0
ボーカル,WB_high,1
ボーカル,WB_low,0
ボード,WB_high,1
ボード,WB_low,1
ボール,WB_high,0
ボール,WB_low,1
ポイント,WB_high,1
ポイント,WB_low,0
ポジ,WB_high,0
ポジ,WB_low,1
ポジション,WB_high,0
ポジション,WB_low,1
ポートアイランド,WB_high,1
ポートアイランド,WB_low,0
ポートフォリオ,WB_high,0
ポートフォリオ,WB_low,1
マイデザイン,WB_high,1
マイデザイン,WB_low,0
マイナー,WB_high,1
マイナー,WB_low,0
マイボール,WB_high,1
マイボール,WB_low,0
マシ,WB_high,0
マシ,WB_low,1
マスク,WB_high,1
マスク,WB_low,0
マッサージ,WB_high,0
マッサージ,WB_low,1
マッチ,WB_high,2
マッチ,WB_low,1
マッチング,WB_high,1
マッチング,WB_low,0
マットレス,WB_high,0
マットレス,WB_low,3
マナー,WB_high,0
マナー,WB_low,1
マネジメント,WB_high,1
マネジメント,WB_low,2
ママ,WB_high,1
ママ,WB_low,0
マルエス,WB_high,0
マルエス,WB_low,1
マルチタスク,WB_high,1
マルチタスク,WB_low,0
マルホ,WB_high,2
マルホ,WB_low,0
マン,WB_high,1
マン,WB_low,0
マンダム,WB_high,0
マンダム,WB_low,1
マーケ,WB_high,1
マーケ,WB_low,0
マーケター,WB_high,1
マーケター,WB_low,0
マーケット,WB_high,3
マーケット,WB_low,0
マーケットデザイン,WB_high,1
マーケットデザイン,WB_low,0
マーケティング,WB_high,1
マーケティング,WB_low,1
マーケティングマスターコース,WB_high,1
マーケティングマスターコース,WB_low,0
マーケティング戦略,WB_high,1
マーケティング戦略,WB_low,0
マーケテイング,WB_high,1
マーケテイング,WB_low,0
マーケポジション,WB_high,1
マーケポジション,WB_low,0
ミキハウス,WB_high,3
ミキハウス,WB_low,0
ミス,WB_high,0
ミス,WB_low,5
ミツカン,WB_high,0
ミツカン,WB_low,1
ミドル,WB_high,0
ミドル,WB_low,1
ミニ,WB_high,0
ミニ,WB_low,1
ミニマム,WB_high,1
ミニマム,WB_low,0
ミュージシャン,WB_high,1
ミュージシャン,WB_low,0
ミリ,WB_high,0
ミリ,WB_low,1
ミーティング,WB_high,14
ミーティング,WB_low,4
メイク,WB_high,0
メイク,WB_low,1
メイクワンツー,WB_high,1
メイクワンツー,WB_low,0
メイン,WB_high,1
メイン,WB_low,2
メシ,WB_high,1
メシ,WB_low,0
メッセージ,WB_high,0
メッセージ,WB_low,2
メディア,WB_high,3
メディア,WB_low,2
メモ,WB_high,1
メモ,WB_low,0
メリハリ,WB_high,1
メリハリ,WB_low,1
メロディ,WB_high,1
メロディ,WB_low,0
メンタル,WB_high,0
メンタル,WB_low,5
メンタルダウン,WB_high,0
メンタルダウン,WB_low,1
メンバー,WB_high,27
メンバー,WB_low,14
メーカー,WB_high,1
メーカー,WB_low,0
メール,WB_high,6
メール,WB_low,10
モグラ,WB_high,1
モグラ,WB_low,0
モチベーション,WB_high,5
モチベーション,WB_low,2
モニタ,WB_high,1
モニタ,WB_low,0
モノ,WB_high,1
モノ,WB_low,0
モバイル,WB_high,1
モバイル,WB_low,0
モヤモヤ,WB_high,2
モヤモヤ,WB_low,1
モロヘイヤ,WB_high,1
モロヘイヤ,WB_low,0
モード,WB_high,1
モード,WB_low,4
ヤツ,WB_high,0
ヤツ,WB_low,2
ヤル気,WB_high,1
ヤル気,WB_low,0
ユニーク,WB_high,1
ユニーク,WB_low,0
ユーミン,WB_high,1
ユーミン,WB_low,0
ヨドバシ,WB_high,1
ヨドバシ,WB_low,0
ヨーグルト,WB_high,1
